accountNumber,lastName,firstName,Age,Gender,customerMDN,Address,customerCity,customerState,customerZip,customerPlan,customerPlanDesc,customer,JSESSIONID
900001226,HESTER,HANK,69,M,7775856166,8116 Eamont St.,ABILENE,TX,79608,ULPRE50,Unlimited Prepaid,SD3SL1FF701227,
900001227,TYLER,DELMER,33,M,7073425956,11388 Dunhams Corner St.,SACRAMENTO,CA,95827,700POST5L70,700 Minute Family,SD3SL1FF701228,
900001228,MCDONALD,DARLA,63,F,4402959783,17258 Semmler Dr.,FREDERICK,MD,21705,1400POST5L90,1400 Minute Family,SD3SL1FF701229,
900001229,PATEL,FREIDA,29,F,3168507148,1177 Marthas Pkwy.,FRESNO,CA,93712,2100POST5L110,2100 Minute Family,SD3SL1FF701230,
900001230,BOYD,CHANDRA,25,F,5518047363,4909 Old Farm Bridge St.,NEW ORLEANS,LA,70189,700POST5L70,700 Minute Family,SD3SL1FF701231,
900001231,DUNN,BERNICE,29,F,4445172916,17153 Swasey Pkwy.,METAIRIE,LA,70055,ULPRE2D,Unlimited Prepaid,SD3SL1FF701232,
900001232,FINCH,LUPE,27,F,3103489907,3236 Hookston Dr.,CLEVELAND,OH,44129,250PRE25,250 Minute Prepaid,SD3SL1FF701233,
900001233,PRESTON,DOLLY,59,F,5919452310,5398 Huran Pkwy.,SILVER SPRING,MD,20908,1400POST5L90,1400 Minute Family,SD3SL1FF701234,
9000011169,WEEKS,CONCETTA,35,F,6638908035,11169 Alkrington Park Dr.,PROVO,UT,84604,900POST60,900 Minute,SD3SL1FF701235,
900001235,CHARLES,JEANNINE,61,F,9812103831,6760 Penford Way,GREEN BAY,WI,54308,ULPOST5L120,2100 Minute Family,SD3SL1FF701236,
900001236,PRUITT,FRANCINE,62,F,2554325128,19903 Emmetts Farm St.,AUSTIN,TX,78754,1400POST5L90,1400 Minute Family,SD3SL1FF701237,
900001237,CRUZ,MURIEL,55,F,9258879954,2748 Country Oaks Pkwy.,BEAUFORT,SC,29904,ULPOST70,Unlimited,SD3SL1FF701238,
900001238,LYONS,ROOSEVELT,51,M,7934847496,3019 East Cascade St.,CINCINNATI,OH,45211,700POST5L70,700 Minute Family,SD3SL1FF701239,
900001239,LEVY,JAMEL,53,M,2606825953,7915 Vale View Hwy.,MANCHESTER,NH,3109,ULPRE2D,Unlimited Prepaid,SD3SL1FF701240,
900001240,SULLIVAN,SONIA,56,F,7994026910,3438 S Edgewater St.,COLORADO SPRINGS,CO,80921,900POST60,900 Minute,SD3SL1FF701241,
900001241,STAFFORD,DEWITT,21,M,8984209523,10959 S Maid Marion Ave.,SAN JOSE,CA,95129,ULPRE50,Unlimited Prepaid,SD3SL1FF701242,
900001242,WEBB,HANK,57,M,3588169033,3577 S Windhill Pkwy.,TROY,MI,48007,1400POST5L90,1400 Minute Family,SD3SL1FF701243,
900001243,WAGNER,MARGARET,70,F,5868623597,19546 N Lowell Pkwy.,FORT WORTH,TX,76179,1400POST5L90,1400 Minute Family,SD3SL1FF701244,
900001244,NORRIS,BEATRICE,60,F,5643428839,1867 Silver Park Ln.,BOULDER,CO,80305,5503L60,550 Minute Family,SD3SL1FF701245,
900001245,MORENO,MATILDA,43,F,5395509388,11338 Dupage Country Club Ln.,NEW YORK,NY,10132,900POST60,900 Minute,SD3SL1FF701246,
900001246,ROBERSON,FANNY,24,F,8756525573,8891 Ballar Dr.,PITTSBURGH,PA,15201,700POST5L70,700 Minute Family,SD3SL1FF701247,
900001247,MONTGOMERY,LEA,34,F,8277517497,2732 Wogshead Ave.,NORCROSS,GA,30091,5503L60,550 Minute Family,SD3SL1FF701248,
900001248,GALLEGOS,REBECCA,35,F,4278109662,12478 Coughlan St.,SIOUX FALLS,SD,57107,ULPRE50,Unlimited Prepaid,SD3SL1FF701249,
900001249,PETTY,LESLEY,56,F,9613726694,11051 Cherwing Ave.,LOS ANGELES,CA,90080,250PRE25,250 Minute Prepaid,SD3SL1FF701250,
900001250,SKINNER,DEANDRE,24,M,7135465276,3933 Northeast Pacific Dr.,BEAVERTON,OR,97078,1400POST5L90,1400 Minute Family,SD3SL1FF701251,
900001251,SANTANA,MACK,37,M,3177685228,13559 Barenscheer Dr.,MISSOULA,MT,59812,700POST5L70,700 Minute Family,SD3SL1FF701252,
900001252,REESE,DEVIN,56,M,3504949344,17538 Maugh Ln.,EL PASO,TX,79961,ULPRE50,Unlimited Prepaid,SD3SL1FF701253,
900001253,HARRIS,MARY,41,M,9566874555,7278 Brindlewood Way,NEW ORLEANS,LA,70189,5503L60,550 Minute Family,SD3SL1FF701254,
900001254,BYERS,JEANINE,54,F,3237877088,19102 Trebeck St.,SUFFOLK,VA,23438,ULPRE2D,Unlimited Prepaid,SD3SL1FF701255,
900001255,FITZPATRICK,OWEN,43,M,9894382275,13152 W Oakdale Dr.,BAKERSFIELD,CA,93305,700POST5L70,700 Minute Family,SD3SL1FF701256,
900001256,RIOS,DUNCAN,23,M,8144405663,55 Toutley Ave.,SAN ANTONIO,TX,78283,ULPRE50,Unlimited Prepaid,SD3SL1FF701257,
900001257,DONOVAN,SARA,39,F,5882795497,9235 Larkhall St.,BATON ROUGE,LA,70835,ULPOST5L120,2100 Minute Family,SD3SL1FF701258,
900001258,SWEET,ADDIE,37,F,6884655833,7572 East Sidney Pkwy.,LIMA,OH,45805,5503L60,550 Minute Family,SD3SL1FF701259,
900001259,BARNES,MARION,35,F,5364468645,16800 Windshire Way,PHILADELPHIA,PA,19144,ULPOST70,Unlimited,SD3SL1FF701260,
900001260,ATKINSON,CLIFFORD,39,M,9087724534,18943 Montemura Dr.,ROANOKE,VA,24022,450POST40,450 Minute,SD3SL1FF701261,
900001261,SOLIS,SONDRA,29,F,4374769529,10463 West Surf Dr.,ANDERSON,SC,29621,ULPRE50,Unlimited Prepaid,SD3SL1FF701262,
900001262,GARRETT,ALFREDO,35,M,5556408005,9976 Belah Way,RENO,NV,89520,700POST5L70,700 Minute Family,SD3SL1FF701263,
900001263,SIMS,JUANA,54,F,6198798867,9958 Alida Ln.,FRESNO,CA,93726,700POST5L70,700 Minute Family,SD3SL1FF701264,
900001264,HYDE,DARLA,62,F,6848464998,1990 New Wilke Ave.,LOS ANGELES,CA,90007,ULPRE50,Unlimited Prepaid,SD3SL1FF701265,
900001265,WALTON,TRACEY,20,F,3615943857,11025 Stirling Court Dr.,EL PASO,TX,79908,2100POST5L110,2100 Minute Family,SD3SL1FF701266,
900001266,CARROLL,BRAIN,20,M,7472299889,11372 Hesketh Ave.,BATON ROUGE,LA,70819,700POST5L70,700 Minute Family,SD3SL1FF701267,
900001267,HANCOCK,JEREMY,24,M,3163144595,4862 Tradition Blvd.,ROCHESTER,NY,14603,450POST40,450 Minute,SD3SL1FF701268,
900001268,MCCONNELL,TORY,63,M,9083074316,4500 Exeter St.,HOUSTON,TX,77201,2100POST5L110,2100 Minute Family,SD3SL1FF701269,
900001269,AYALA,SANDY,58,F,2788303653,10413 Geronimo St.,ANN ARBOR,MI,48109,700POST5L70,700 Minute Family,SD3SL1FF701270,
900001270,PALMER,KIM,60,F,5895504546,3342 Larkdale E St.,WASHINGTON,DC,20215,1400POST5L90,1400 Minute Family,SD3SL1FF701271,
900001271,BLACKWELL,ELIJAH,58,M,7045949314,16192 N Deerpath St.,BOISE,ID,83733,5503L60,550 Minute Family,SD3SL1FF701272,
900001272,KIDD,ELVA,28,F,2557319166,9333 Mollymook St.,SAN DIEGO,CA,92120,ULPRE50,Unlimited Prepaid,SD3SL1FF701273,
900001273,VELAZQUEZ,DIANE,40,F,8405456232,19433 Bierstan Dr.,HOUSTON,TX,77072,250PRE25,250 Minute Prepaid,SD3SL1FF701274,
900001274,HYDE,SOLOMON,27,M,2567049989,4384 Courtenay Pkwy.,DURHAM,NC,27708,5503L60,550 Minute Family,SD3SL1FF701275,
900001275,SANTOS,PAULINE,58,F,9152423216,2075 S Kostner St.,SPRINGFIELD,MA,1133,ULPOST70,Unlimited,SD3SL1FF701276,
900001276,MARQUEZ,ELISEO,49,M,8105412288,4460 Dori Way,SALT LAKE CITY,UT,84120,5503L60,550 Minute Family,SD3SL1FF701277,
900001277,BLANCHARD,CARA,25,F,3415673290,15445 Civic Centre  Wood Hwy.,MEMPHIS,TN,38128,900POST60,900 Minute,SD3SL1FF701278,
900001278,CONLEY,MALINDA,69,F,8943902108,15075 Stonehearth St.,NEW YORK,NY,10069,250PRE25,250 Minute Prepaid,SD3SL1FF701279,
900001279,POLLARD,DOMINGO,30,M,6935295494,18877 Fieldbank Ln.,DANBURY,CT,6813,250PRE25,250 Minute Prepaid,SD3SL1FF701280,
900001280,KAUFMAN,BARBRA,40,F,6756143134,14588 Magro St.,PEORIA,IL,61654,5503L60,550 Minute Family,SD3SL1FF701281,
900001281,HYDE,KRIS,58,M,3876628384,2586 Grays Ford St.,FORT WAYNE,IN,46815,250PRE25,250 Minute Prepaid,SD3SL1FF701282,
900001282,MORSE,IVY,66,F,6155614211,11799 Holly Grove Dr.,OGDEN,UT,84408,700POST5L70,700 Minute Family,SD3SL1FF701283,
900001283,HOOPER,KRISTA,29,F,5306716400,3596 Rustic Hills St.,NEW YORK,NY,10160,ULPOST70,Unlimited,SD3SL1FF701284,
900001284,MAXWELL,EVA,35,F,3987223372,1873 Country View Dr.,CHARLOTTE,NC,28284,900POST60,900 Minute,SD3SL1FF701285,
900001285,MASSEY,KENDRICK,55,M,6785499773,16072 Stainbeck Blvd.,IRVING,TX,75038,250PRE25,250 Minute Prepaid,SD3SL1FF701286,
900001286,BARRY,WILLIS,37,M,7059903991,5804 Old Farm Bridge Dr.,WASHINGTON,DC,20412,ULPRE50,Unlimited Prepaid,SD3SL1FF701287,
900001287,DALTON,HORACIO,36,M,7721028034,16295 Brierdale Pkwy.,COLUMBUS,OH,43222,1400POST5L90,1400 Minute Family,SD3SL1FF701288,
900001288,COTTON,KAREN,69,F,7993729123,14932 Shell Flower Way,PRESCOTT,AZ,86302,450POST40,450 Minute,SD3SL1FF701289,
900001289,HYDE,DALE,64,M,9314576003,11562 Comus St.,NAPLES,FL,34109,5503L60,550 Minute Family,SD3SL1FF701290,
900001290,SHARP,FLORA,32,F,4314062534,10730 Communication Hill St.,HARTFORD,CT,6105,450POST40,450 Minute,SD3SL1FF701291,
900001291,CASTANEDA,GENE,24,M,9102964790,9695 Bascom Dr.,DULUTH,MN,55815,700POST5L70,700 Minute Family,SD3SL1FF701292,
900001292,DAWSON,BECKY,51,F,9199453742,14083 Knibb Dr.,LOS ANGELES,CA,90004,900POST60,900 Minute,SD3SL1FF701293,
900001293,DUNCAN,QUEEN,64,F,3904785829,1983 Butterchurn St.,LAKE CHARLES,LA,70615,700POST5L70,700 Minute Family,SD3SL1FF701294,
900001294,YATES,ENRIQUE,70,M,7806244502,19012 S Canterbury Ln.,COLORADO SPRINGS,CO,80946,1400POST5L90,1400 Minute Family,SD3SL1FF701295,
900001295,COLEMAN,ELMO,60,M,3405363605,1652 Paddick Dr.,DES MOINES,IA,50319,ULPRE50,Unlimited Prepaid,SD3SL1FF701296,
900001296,MORRIS,ALFREDA,36,F,9154828916,17188 Coachwood St.,OVERLAND PARK,KS,66223,ULPRE50,Unlimited Prepaid,SD3SL1FF701297,
900001297,TALLEY,OLIVIA,54,F,6098646638,9434 W Engle Ln.,ARLINGTON,VA,22242,2100POST5L110,2100 Minute Family,SD3SL1FF701298,
900001298,DUNLAP,TABATHA,60,F,7189593382,17674 Bostock St.,CHICAGO,IL,60644,ULPRE50,Unlimited Prepaid,SD3SL1FF701299,
900001299,ONEIL,EMILIO,30,M,8958629740,3545 Sydall Hwy.,CINCINNATI,OH,45246,ULPRE50,Unlimited Prepaid,SD3SL1FF701300,
900001300,MORALES,CHASITY,60,F,6182812070,10226 North Sutter Ave.,CRAWFORDSVILLE,IN,47935,ULPRE2D,Unlimited Prepaid,SD3SL1FF701301,
900001301,DAVIDSON,JOYCE,30,F,4812167130,10606 Ren Blvd.,BOULDER,CO,80321,ULPRE50,Unlimited Prepaid,SD3SL1FF701302,
900001302,CAMPBELL,NOAH,36,M,9379662446,19626 Rondeau Dr.,MACON,GA,31201,1400POST5L90,1400 Minute Family,SD3SL1FF701303,
900001303,SAV19,CHRISTOPER,19,M,7319482276,13720 Cassata St.,SAN ANTONIO,TX,78278,5503L60,550 Minute Family,SD3SL1FF701304,
900001304,MARTIN,JARRED,44,M,9505094290,3126 High Bridge Ln.,FARMINGTON,MI,48333,ULPRE2D,Unlimited Prepaid,SD3SL1FF701305,
900001305,NEWTON,PAIGE,24,F,2139314495,1244 Leydenhatch Ave.,PHILADELPHIA,PA,19127,700POST5L70,700 Minute Family,SD3SL1FF701306,
900001306,SERRANO,PATRICA,32,F,5735818656,9705 Sky Croft Way,BETHLEHEM,PA,18015,700POST5L70,700 Minute Family,SD3SL1FF701307,
900001307,HESTER,MARCELLA,68,F,5677129653,16658 West Moreland St.,ALBANY,NY,12201,ULPOST5L120,2100 Minute Family,SD3SL1FF701308,
900001308,CARNEY,CANDY,53,F,9954655998,1036 Anella Ln.,SAN FRANCISCO,CA,94161,5503L60,550 Minute Family,SD3SL1FF701309,
900001309,FOREMAN,DARIUS,60,M,3944715520,11824 Needless Inn Pkwy.,MIDLAND,TX,79701,450POST40,450 Minute,SD3SL1FF701310,
900001310,CASH,MARCEL,70,M,9973962963,15010 Dolesbury St.,DETROIT,MI,48235,450POST40,450 Minute,SD3SL1FF701311,
900001311,SHAFFER,MANUEL,62,M,3004624606,4226 Samy St.,NAPLES,FL,34104,450POST40,450 Minute,SD3SL1FF701312,
900001312,ZAMORA,DANA,58,F,9479024990,4281 Furmanville St.,LAS VEGAS,NV,89160,ULPOST5L120,2100 Minute Family,SD3SL1FF701313,
900001313,BENSON,CLARK,56,M,9836865413,1792 Brandling St.,MINNEAPOLIS,MN,55431,250PRE25,250 Minute Prepaid,SD3SL1FF701314,
900001314,MCLAUGHLIN,LETICIA,18,F,7094442298,18721 Eaglesfield Blvd.,LAS CRUCES,NM,88005,ULPRE50,Unlimited Prepaid,SD3SL1FF701315,
900001315,SWEENEY,REYNA,63,F,3038289513,6453 NASA Ave.,EL PASO,TX,79920,450POST40,450 Minute,SD3SL1FF701316,
900001316,CLEMONS,CARLA,43,F,3966072646,9839 Chessel Ln.,ALBUQUERQUE,NM,87111,5503L60,550 Minute Family,SD3SL1FF701317,
900001317,MORGAN,HOPE,19,F,6485465009,12024 Cranfield Dr.,AURORA,CO,80015,5503L60,550 Minute Family,SD3SL1FF701318,
900001318,MONTGOMERY,HERBERT,69,M,9756174346,15232 Reign Pkwy.,HOUSTON,TX,77027,450POST40,450 Minute,SD3SL1FF701319,
900001319,CALHOUN,BOBBIE,36,F,3675568237,19108 Lake Susan Hills Ln.,BUFFALO,NY,14225,700POST5L70,700 Minute Family,SD3SL1FF701320,
900001320,WAGNER,DAMIAN,28,M,6052864301,4917 Sweethaven Ave.,SAN DIEGO,CA,92132,ULPRE50,Unlimited Prepaid,SD3SL1FF701321,
900001321,YANG,ANTHONY,28,M,9165775554,10029 Worsham St.,SAN JOSE,CA,95103,1400POST5L90,1400 Minute Family,SD3SL1FF701322,
900001322,WALLACE,LYNDA,68,F,5302856890,2 Durras Way,CHICAGO,IL,60290,250PRE25,250 Minute Prepaid,SD3SL1FF701323,
900001323,MIRANDA,ELISABETH,61,F,8407892372,12511 Mallet Hill Way,DETROIT,MI,48260,250PRE25,250 Minute Prepaid,SD3SL1FF701324,
900001324,HUDSON,SIMONE,60,F,7662703534,14328 Prairie Knoll Dr.,LINCOLN,NE,68506,250PRE25,250 Minute Prepaid,SD3SL1FF701325,
900001325,HALEY,JUDITH,56,F,6767493333,12217 Buriat Way,STOCKTON,CA,95204,1400POST5L90,1400 Minute Family,SD3SL1FF701326,
900001326,CROSS,EARLE,57,M,4262459323,13158 Malleny Pkwy.,NEW YORK,NY,10272,700POST5L70,700 Minute Family,SD3SL1FF701327,
900001327,SWEET,ROY,41,M,4375323096,8967 Bahama Ave.,JAMAICA,NY,11433,450POST40,450 Minute,SD3SL1FF701328,
900001328,HEATH,TRACEY,23,F,9355286544,14558 Baitx Way,POMPANO BEACH,FL,33072,250PRE25,250 Minute Prepaid,SD3SL1FF701329,
900001329,ROSALES,TIMMY,25,M,4838048501,13004 Lake Herman Dr.,WHITTIER,CA,90609,5503L60,550 Minute Family,SD3SL1FF701330,
900001330,WONG,BRANDON,50,M,7454124636,6336 Guttenberg Ln.,POCATELLO,ID,83206,450POST40,450 Minute,SD3SL1FF701331,
900001331,BOYER,JACOB,46,M,7893584524,14347 Moonachie Pkwy.,ABILENE,TX,79699,450POST40,450 Minute,SD3SL1FF701332,
900001332,LANDRY,LOLITA,32,F,5894164460,2258 Divot Ln.,LYNCHBURG,VA,24505,5503L60,550 Minute Family,SD3SL1FF701333,
900001333,TODD,TRACEY,44,M,6918109049,17379 Bartell Blvd.,TULSA,OK,74135,450POST40,450 Minute,SD3SL1FF701334,
900001334,HOWELL,GUADALUPE,56,F,3185549847,729 Shuey St.,CINCINNATI,OH,45211,450POST40,450 Minute,SD3SL1FF701335,
900001335,ROBERTS,MARISA,61,F,7406389778,4929 Wingstem Pkwy.,ATLANTA,GA,30362,ULPRE50,Unlimited Prepaid,SD3SL1FF701336,
900001336,GARDNER,BRIANNA,25,F,6248526355,14798 Oakfield park Pkwy.,ANAHEIM,CA,92815,5503L60,550 Minute Family,SD3SL1FF701337,
900001337,LANG,RITA,46,F,9397772926,18575 Astleham Ave.,BUFFALO,NY,14263,ULPRE50,Unlimited Prepaid,SD3SL1FF701338,
900001338,BOYD,HERSHEL,69,M,3398269635,10176 Peacock Hill Blvd.,MESA,AZ,85212,ULPRE50,Unlimited Prepaid,SD3SL1FF701339,
900001339,VEGA,BRYANT,44,M,8039855989,9828 Auditorium St.,MOBILE,AL,36641,5503L60,550 Minute Family,SD3SL1FF701340,
900001340,PITTMAN,JEROME,37,M,7264082323,2453 Hartis Dr.,DALLAS,TX,75372,700POST5L70,700 Minute Family,SD3SL1FF701341,
900001341,HOLDEN,KELLIE,59,F,7264465265,13241 Dukes Wood St.,SAINT PAUL,MN,55161,700POST5L70,700 Minute Family,SD3SL1FF701342,
900001342,MCCONNELL,CATHLEEN,54,F,9865574057,19077 Everleigh St.,YOUNG AMERICA,MN,55573,450POST40,450 Minute,SD3SL1FF701343,
900001343,HARPER,MARIA,33,M,8865129231,976 Dickel St.,CLEVELAND,OH,44111,ULPOST5L120,2100 Minute Family,SD3SL1FF701344,
900001344,ROBINSON,LIONEL,23,M,4272704845,4891 North Kind St.,MADISON,WI,53790,ULPRE50,Unlimited Prepaid,SD3SL1FF701345,
900001345,HICKMAN,DAMON,59,M,7786626047,6458 Corporate Yard Ln.,HOUSTON,TX,77062,ULPRE50,Unlimited Prepaid,SD3SL1FF701346,
900001346,AVILA,AURORA,51,F,2695074969,3880 Johnston Hwy.,SARASOTA,FL,34236,1400POST5L90,1400 Minute Family,SD3SL1FF701347,
900001347,LEBLANC,HELENE,55,F,5134989355,19759 Vuono Ave.,JUNEAU,AK,99812,5503L60,550 Minute Family,SD3SL1FF701348,
900001348,RIGGS,SUNG,55,M,7650929443,7309 Beales St.,SANDY,UT,84090,700POST5L70,700 Minute Family,SD3SL1FF701349,
900001349,ROCHA,CLIFFORD,35,M,5516862666,8920 Rybeck Pkwy.,JOHNSTOWN,PA,15909,250PRE25,250 Minute Prepaid,SD3SL1FF701350,
900001350,CLINE,MAI,70,F,2469725431,13633 Birchvale Dr.,TACOMA,WA,98418,250PRE25,250 Minute Prepaid,SD3SL1FF701351,
900001351,GRAHAM,DELBERT,46,M,8859687044,3383 Mager Blvd.,ROCKFORD,IL,61125,700POST5L70,700 Minute Family,SD3SL1FF701352,
900001352,HARRIS,TODD,34,M,7197762241,16617 Olivet Dr.,MINNEAPOLIS,MN,55460,ULPRE50,Unlimited Prepaid,SD3SL1FF701353,
900001353,MANN,RORY,39,M,6048529438,11472 Watsonville Pkwy.,EL PASO,TX,79947,ULPRE50,Unlimited Prepaid,SD3SL1FF701354,
900001354,NIXON,ERIK,30,M,6716309256,2123 Lake Bluestone St.,VERO BEACH,FL,32968,250PRE25,250 Minute Prepaid,SD3SL1FF701355,
900001355,RUSSO,DAWN,53,F,7744171833,12615 Finlow Hill Pkwy.,SPRINGFIELD,IL,62704,250PRE25,250 Minute Prepaid,SD3SL1FF701356,
900001356,FRAZIER,KRISTIN,35,F,8536777200,1249 Shook St.,IRVING,TX,75039,ULPOST70,Unlimited,SD3SL1FF701357,
900001357,SANTANA,MAC,20,M,6857993983,9606 West Deodara Dr.,MC LEAN,VA,22102,900POST60,900 Minute,SD3SL1FF701358,
900001358,AVILA,LENA,32,F,2055974168,2155 Starrett Hill Way,NEW YORK,NY,10176,450POST40,450 Minute,SD3SL1FF701359,
900001359,GILES,NEVA,61,F,5892014885,444 Stuarts Dr.,BROOKLYN,NY,11244,ULPRE50,Unlimited Prepaid,SD3SL1FF701360,
900001360,CURTIS,EARLENE,20,F,6456068071,5367 Red Clay Hwy.,DENVER,CO,80212,1400POST5L90,1400 Minute Family,SD3SL1FF701361,
900001361,NEWMAN,EMMANUEL,54,M,6879174267,12183 Emmbrook St.,ANN ARBOR,MI,48103,700POST5L70,700 Minute Family,SD3SL1FF701362,
900001362,DONALDSON,MARISSA,35,F,6136653470,15678 Quinan Hwy.,ATLANTA,GA,31106,700POST5L70,700 Minute Family,SD3SL1FF701363,
900001363,ESTES,CELIA,44,F,9102788960,7606 Kettlewell Ln.,NEW ORLEANS,LA,70117,ULPRE2D,Unlimited Prepaid,SD3SL1FF701364,
900001364,BARRETT,WILMA,57,F,9562148494,19870 Dunsham Dr.,TOPEKA,KS,66607,ULPRE50,Unlimited Prepaid,SD3SL1FF701365,
900001365,COHEN,ESMERALDA,64,F,3646258914,11415 Kurvers Point Ave.,BOISE,ID,83725,ULPRE50,Unlimited Prepaid,SD3SL1FF701366,
900001366,SHAW,BRADFORD,39,M,3133897036,9425 Wrightson Blvd.,NORTH HOLLYWOOD,CA,91616,5503L60,550 Minute Family,SD3SL1FF701367,
900001367,HOUSE,WILEY,69,M,9504276889,2393 Falkland Ave.,PALO ALTO,CA,94306,250PRE25,250 Minute Prepaid,SD3SL1FF701368,
900001368,STEELE,LAVERNE,67,M,9936774944,3528 Prentiss Ln.,VANCOUVER,WA,98682,700POST5L70,700 Minute Family,SD3SL1FF701369,
900001369,LARSON,ERWIN,43,M,7472123820,14742 Potawatomi Dr.,NEW YORK,NY,10090,250PRE25,250 Minute Prepaid,SD3SL1FF701370,
900001370,SANCHEZ,JERROLD,47,M,3458066475,19836 Leeta Cornus Dr.,GRAND RAPIDS,MI,49512,ULPRE50,Unlimited Prepaid,SD3SL1FF701371,
900001371,REILLY,BONNIE,21,F,4738375081,3929 Rinconada St.,AUSTIN,TX,78754,250PRE25,250 Minute Prepaid,SD3SL1FF701372,
900001372,CASTRO,WILLIS,59,M,3545352302,1877 S Sumner Dr.,FORT PIERCE,FL,34948,ULPOST70,Unlimited,SD3SL1FF701373,
900001373,MERRILL,ROSALYN,31,F,6060322553,11650 Marless Blvd.,DAYTON,OH,45420,ULPRE50,Unlimited Prepaid,SD3SL1FF701374,
900001374,GOFF,DEBORA,50,F,8968383529,5330 Davini Ave.,MODESTO,CA,95350,ULPRE2D,Unlimited Prepaid,SD3SL1FF701375,
900001375,COBB,SERGIO,46,M,6869565159,6176 Fortuna Pkwy.,MANSFIELD,OH,44901,ULPOST5L120,2100 Minute Family,SD3SL1FF701376,
900001376,CHASE,MARICELA,60,F,5063318315,2154 Quiet Meadow Dr.,LINCOLN,NE,68502,250PRE25,250 Minute Prepaid,SD3SL1FF701377,
900001377,GILL,TAMMY,29,F,8475542469,3531 Merryknoll Pkwy.,ATHENS,GA,30601,ULPOST5L120,2100 Minute Family,SD3SL1FF701378,
900001378,WOLF,RON,46,M,5309673840,3752 Searles Ave.,EVANSVILLE,IN,47704,5503L60,550 Minute Family,SD3SL1FF701379,
900001379,BOYLE,NORBERT,25,M,6707597929,3089 Lane Lorraine St.,MARIETTA,GA,30060,2100POST5L110,2100 Minute Family,SD3SL1FF701380,
900001380,PARSONS,ROSE,23,F,5007568998,4458 Waste Ave.,WASHINGTON,DC,20340,ULPRE2D,Unlimited Prepaid,SD3SL1FF701381,
900001381,MCNEIL,ANGELA,33,F,9372203348,6034 Lakeman St.,SAN FRANCISCO,CA,94111,ULPOST70,Unlimited,SD3SL1FF701382,
900001382,MACIAS,TERRENCE,56,M,3012906971,7568 North Escape Pkwy.,SACRAMENTO,CA,94262,ULPOST70,Unlimited,SD3SL1FF701383,
900001383,MORIN,KRIS,57,F,8539806237,5868 Honey Pot Way,NEW YORK,NY,10274,250PRE25,250 Minute Prepaid,SD3SL1FF701384,
900001384,MCBRIDE,ROXIE,36,F,4832097262,11505 Spurling Way,ATLANTA,GA,30355,450POST40,450 Minute,SD3SL1FF701385,
900001385,MEADOWS,HERSCHEL,68,M,5836646203,19083 Whites Ave.,ALEXANDRIA,LA,71315,ULPRE2D,Unlimited Prepaid,SD3SL1FF701386,
900001386,KNIGHT,GLENDA,27,F,2858782690,13746 Moscato Dr.,RIVERSIDE,CA,92516,900POST60,900 Minute,SD3SL1FF701387,
900001387,HERMAN,JULIET,56,F,7864174102,19156 Shambrook St.,LITTLE ROCK,AR,72260,5503L60,550 Minute Family,SD3SL1FF701388,
900001388,GALLEGOS,KELLI,38,F,5604705813,12655 Saint Rose St.,ANAHEIM,CA,92809,ULPRE50,Unlimited Prepaid,SD3SL1FF701389,
900001389,FARLEY,DARCY,63,F,9585472039,10266 Gold Lake Ln.,CANTON,OH,44711,450POST40,450 Minute,SD3SL1FF701390,
900001390,HOWE,DONNY,37,M,5304217597,12300 Altamount Ave.,PITTSBURGH,PA,15260,450POST40,450 Minute,SD3SL1FF701391,
900001391,CHURCH,JANET,69,F,6997544995,16675 S Mortimer Ln.,CINCINNATI,OH,45253,700POST5L70,700 Minute Family,SD3SL1FF701392,
900001392,HAMPTON,WILFORD,70,M,3979524583,14479 Carell St.,MIAMI,FL,33127,ULPRE2D,Unlimited Prepaid,SD3SL1FF701393,
900001393,FOLEY,OLIVER,44,M,8498647575,19930 Trudeau St.,SAN DIEGO,CA,92109,ULPRE50,Unlimited Prepaid,SD3SL1FF701394,
900001394,RHODES,EULA,63,F,2443763563,8777 Asquithview Blvd.,NEWPORT NEWS,VA,23609,ULPRE50,Unlimited Prepaid,SD3SL1FF701395,
900001395,HULL,PHIL,44,M,6486079177,7301 Scotland Hill Blvd.,JACKSON,TN,38308,250PRE25,250 Minute Prepaid,SD3SL1FF701396,
900001396,ROGERS,NATHANIEL,31,M,8603626463,12934 Cuckoo Ave.,BRIDGEPORT,CT,6604,700POST5L70,700 Minute Family,SD3SL1FF701397,
900001397,CALDERON,KATY,42,F,9547313431,19044 St Charles St.,SAN BERNARDINO,CA,92408,5503L60,550 Minute Family,SD3SL1FF701398,
900001398,GAMBLE,ROBBY,21,M,2555379377,7312 Weeney St.,BAKERSFIELD,CA,93382,1400POST5L90,1400 Minute Family,SD3SL1FF701399,
900001399,ACEVEDO,VIRGINIA,56,F,3689387319,15333 Kew Forest Ln.,CARLSBAD,CA,92009,ULPRE50,Unlimited Prepaid,SD3SL1FF701400,
900001400,COOPER,KIMBERLY,27,F,2074543408,17503 Mc Cord St.,FLINT,MI,48503,250PRE25,250 Minute Prepaid,SD3SL1FF701401,
900001401,BUCKNER,SUMMER,22,F,8864917898,11633 Newberries Dr.,SAINT PETERSBURG,FL,33714,700POST5L70,700 Minute Family,SD3SL1FF701402,
900001402,HEWITT,PABLO,51,M,2867883994,12371 Charlville Ln.,AMARILLO,TX,79119,450POST40,450 Minute,SD3SL1FF701403,
